scenario,quarter_index,quarter,country,composite_score_p10,composite_score_median,composite_score_p90,rank_p10,rank_median,rank_p90,implementation_score_median,innovation_score_median,investment_score_median,talent_score_median,infrastructure_score_median,operating_environment_score_median,research_score_median,development_score_median,commercial_ecosystem_score_median,government_strategy_score_median
rec2_only,10,2028Q2,Japan,23.601464371498924,23.650132624870267,23.69536123367845,12.0,12.0,12.0,20.98299445136579,25.57976644352331,24.75860298790508,10.573995726637499,40.800648,40.613047,20.311903,32.37865243468088,11.821018003760926,71.96
rec2_only,10,2028Q2,Singapore,33.675336389004194,33.721162361981534,33.76432726998304,4.0,4.0,4.0,52.17439956111748,18.96246727069146,28.348847031864523,56.79756513851409,42.13708899999999,45.990356,20.415143,17.087593942713788,14.240950700183866,79.82
rec2_only,10,2028Q2,South Korea,38.33609457179158,38.381890763975555,38.422600715782956,3.0,3.0,3.0,31.763017852415217,52.010152478875355,27.475164952790664,22.551447957067207,48.873993999999996,50.010816000000005,25.094224,86.7487767875628,11.02276197871101,87.5
rec2_only,10,2028Q2,Spain,22.775334921243804,22.83935792069802,22.903179593649245,13.0,13.0,13.0,32.182436782399996,11.761032849940358,25.6747819575418,28.328127999999992,30.508564999999997,57.942934,15.696332178896956,6.6819999999999995,7.692833592536417,91.28
rec2_only,10,2028Q2,UAE,26.261246846656203,26.315189020122858,26.36693419175605,11.0,11.0,11.0,39.68594149862001,8.723648227852387,33.06634973412598,35.01710820676915,50.14824,45.262485999999996,7.100418,10.818645065733165,19.82390362498228,81.38
rec2_only,10,2028Q2,United Kingdom,33.060266213352975,33.11478778816163,33.168853888739996,6.0,6.0,6.0,37.38945935893333,30.526282157387065,30.589816312780602,35.37574299999999,31.680918,60.76709700000001,41.668307892628455,16.146,16.273874773641197,82.82
rec2_only,10,2028Q2,United States of America,76.8525636369696,76.88285541034665,76.92371999992652,1.0,1.0,1.0,73.72280236693332,75.50230209112814,83.83034485563238,72.61859899999999,79.28400599999999,68.707888,77.199435,73.31192390783492,85.5956,77.39
rec2_only,11,2028Q3,Canada,33.46473004104068,33.549394093802405,33.64535867794674,5.0,5.0,5.0,45.06023589137412,23.225158512029545,31.90559974412688,42.25185799212255,40.92203799999999,69.81874599999999,28.821981,16.001706648401203,13.24138330093679,100.0
rec2_only,11,2028Q3,China,50.95194748468489,51.02583558788974,51.10871294065236,2.0,2.0,2.0,33.8013536816,72.05413637203975,44.866545500007895,17.608435999999998,63.96388299999999,65.70797,78.77320343036487,63.36601468877953,31.16093543239348,94.87
rec2_only,11,2028Q3,France,27.02290405960601,27.090427545240946,27.157525275275763,10.0,10.0,10.0,31.81229328586667,22.367620431399942,27.175428412420814,23.834751999999998,37.703493,65.93375,29.005921842433146,13.8,9.626724593856366,91.2
rec2_only,11,2028Q3,Germany,30.785389506952058,30.85029963855054,30.914904105389045,7.0,7.0,7.0,35.78758321866667,28.599737865618284,26.794508298589843,32.084827,35.029208999999994,58.791722,37.10232970438152,17.625999999999998,10.936707723436488,84.65
rec2_only,11,2028Q3,India,29.546912351008956,29.598569548188863,29.647078064675107,8.0,8.0,8.0,46.99097081100709,19.757306569781505,18.26298466545964,56.20419012836994,18.771287,51.527429000000005,19.67744,19.860385115433036,7.143839011588215,58.83
rec2_only,11,2028Q3,Israel,28.324772852331797,28.372052174164775,28.416190351702998,9.0,9.0,9.0,39.7557042203735,19.753241830443244,24.31503093323895,40.1830550425084,30.116510999999996,57.058828,20.810449000000002,18.388773846048537,18.94418189887802,43.91
rec2_only,11,2028Q3,Japan,23.674490495908486,23.7283931887928,23.77848233717523,12.0,12.0,12.0,21.03800167856498,25.634571536417653,24.91023943253392,10.657984774681868,40.800648,40.613047,20.311903,32.50419086801167,12.014216976477158,71.96
rec2_only,11,2028Q3,Singapore,33.745001493835304,33.79576135108272,33.84356006091126,4.0,4.0,4.0,52.21371267256308,19.027241487762524,28.494125754329676,56.85759126551774,42.13708899999999,45.990356,20.415143,17.23596799523125,14.426049341915377,79.82
rec2_only,11,2028Q3,South Korea,38.39681222610656,38.447535259513494,38.49261300236083,3.0,3.0,3.0,31.818440130609545,52.02917912107506,27.629347914741054,22.636070735254805,48.873993999999996,50.010816000000005,25.094224,86.79235986948368,11.219205451993911,87.5
rec2_only,11,2028Q3,Spain,22.844740547908096,22.91567414543357,22.986335588841055,13.0,13.0,13.0,32.182436782399996,11.816931974010075,25.899467201823626,28.328127999999992,30.508564999999997,57.942934,15.795542656119942,6.6819999999999995,7.97910354885197,91.28
rec2_only,11,2028Q3,UAE,26.337411920274246,26.39717104467016,26.454466281187305,11.0,11.0,11.0,39.749074646083365,8.794293523087928,33.19682767851742,35.113504502773864,50.14824,45.262485999999996,7.100418,10.980467612100501,19.99014469506443,81.38
rec2_only,11,2028Q3,United Kingdom,33.12094527646011,33.18134250230834,33.24121952832788,6.0,6.0,6.0,37.38945935893333,30.569888967932854,30.79363910657036,35.37574299999999,31.680918,60.76709700000001,41.74570181527784,16.146,16.53356402230908,82.82
rec2_only,11,2028Q3,United States of America,76.872781795793,76.90627360029029,76.95141468470912,1.0,1.0,1.0,73.72280236693332,75.56407521152812,83.83034485563238,72.61859899999999,79.28400599999999,68.707888,77.199435,73.45342354495654,85.5956,77.39
rec2_only,12,2028Q4,Canada,33.704411721533255,33.808755423492535,33.9157088246526,4.0,5.0,5.0,45.14017213749763,23.24392843383724,32.80941777126091,42.37391048518572,40.92203799999999,69.81874599999999,28.821981,16.044701677750446,14.392931761414802,100.0
rec2_only,12,2028Q4,China,51.04468882153,51.125528390159076,51.216163431093364,2.0,2.0,2.0,33.8013536816,72.16848745216562,45.094968898637156,17.608435999999998,63.96388299999999,65.70797,78.87394650259101,63.496528142686806,31.451968145983816,94.87
rec2_only,12,2028Q4,France,27.08968121987782,27.163736531317493,27.237312619040598,10.0,10.0,10.0,31.81229328586667,22.418635865200677,27.39543591971681,23.834751999999998,37.703493,65.93375,29.096464683977427,13.8,9.907034676986342,91.2
rec2_only,12,2028Q4,Germany,30.848961844893477,30.920158509772456,30.990982070862536,7.0,7.0,7.0,35.78758321866667,28.643660976630834,27.011293180778324,32.084827,35.029208999999994,58.791722,37.1802850011271,17.625999999999998,11.212911881623786,84.65
rec2_only,12,2028Q4,India,29.617184319685027,29.673818082862297,29.727005033145993,8.0,8.0,8.0,47.02634775698343,19.814940652175103,18.42777759729207,56.25820623073609,18.771287,51.527429000000005,19.67744,19.99240372954429,7.353800576031714,58.83
rec2_only,12,2028Q4,Israel,28.390900232948066,28.442743364262704,28.491144844716434,9.0,9.0,9.0,39.797228338946866,19.8132933099867,24.448177182072136,40.24645709651904,30.116510999999996,57.058828,20.810449000000002,18.52632983332905,19.113822637676364,43.91
rec2_only,12,2028Q4,Japan,23.747293422400144,23.806392042924433,23.861313624036164,12.0,12.0,12.0,21.092828511338844,25.68919637615228,25.06137825399945,10.741698383355315,40.800648,40.613047,20.311903,32.629316407246705,12.206781930872879,71.96
rec2_only,12,2028Q4,Singapore,33.814451930382354,33.87011715058728,33.922516633832785,4.0,4.0,5.0,52.25289685792916,19.09180266336831,28.638917433732566,56.91742053877621,42.13708899999999,45.990356,20.415143,17.38385404763097,14.610527445361857,79.82
rec2_only,12,2028Q4,South Korea,38.45734631759828,38.512963107605074,38.56237310140413,3.0,3.0,3.0,31.873680653232213,52.048143184923106,27.783025899198485,22.720415995773934,48.873993999999996,50.010816000000005,25.094224,86.83579960727701,11.41500553685444,87.5
rec2_only,12,2028Q4,Spain,22.913944916289083,22.991753116861393,23.069203727353546,13.0,13.0,13.0,32.182436782399996,11.87265736734582,26.123450810666775,28.328127999999992,30.508564999999997,57.942934,15.894444793823974,6.6819999999999995,8.26447955618114,91.28
rec2_only,12,2028Q4,UAE,26.413344149429218,26.478885474250063,26.541697780017802,11.0,11.0,11.0,39.81200075042828,8.864706466966826,33.32687731842924,35.20958467023861,50.14824,45.262485999999996,7.100418,11.141757926447877,20.15584006529404,81.38
rec2_only,12,2028Q4,United Kingdom,33.181458558509085,33.24769194956912,33.31333717069253,6.0,6.0,6.0,37.38945935893333,30.613360251431867,30.99683558021108,35.37574299999999,31.680918,60.76709700000001,41.82285520279879,16.146,16.792455280693808,82.82
rec2_only,12,2028Q4,United States of America,76.89290803681324,76.9295676274667,76.97893409676288,1.0,1.0,1.0,73.72280236693332,75.62552081209898,83.83034485563238,72.61859899999999,79.28400599999999,68.707888,77.199435,73.59417295387749,85.5956,77.39
rec2_only,13,2029Q1,Canada,33.9302149287128,34.035633919257506,34.13991135277665,4.0,4.0,5.0,45.21410975381376,23.27274340102472,33.5788254329806,42.48680383257395,40.92203799999999,69.81874599999999,28.821981,16.110706234008887,15.373228880673214,100.0
rec2_only,13,2029Q1,China,51.13696551815355,51.224691351069254,51.32298801251375,2.0,2.0,2.0,33.8013536816,72.28225584020058,45.322166352761144,17.608435999999998,63.96388299999999,65.70797,78.97414536251632,63.62634961691357,31.74143889193764,94.87
rec2_only,13,2029Q1,France,27.15626749325688,27.236801239987457,27.316825166335587,10.0,10.0,10.0,31.81229328586667,22.46949274644973,27.614743272325583,23.834751999999998,37.703493,65.93375,29.18672612443396,13.8,10.186452697745391,91.2
rec2_only,13,2029Q1,Germany,30.912347322928564,30.989781962605367,31.066817722394113,7.0,7.0,7.0,35.78758321866667,28.68744757755594,27.227403641435384,32.084827,35.029208999999994,58.791722,37.257998018031174,17.625999999999998,11.488256763880624,84.65
rec2_only,13,2029Q1,India,29.6872425248165,29.748814859847165,29.806658832136794,8.0,8.0,8.0,47.06160868540782,19.872385176903343,18.59203109428256,56.31204518903881,18.771287,51.527429000000005,19.67744,20.12398813633871,7.5630748501765925,58.83
rec2_only,13,2029Q1,Israel,28.45682207555183,28.513198310532665,28.565836023590553,9.0,9.0,9.0,39.83861628051425,19.873147281080463,24.58089108429171,40.309651225540904,30.116510999999996,57.058828,20.810449000000002,18.663433400952286,19.282912526566488,43.91
rec2_only,13,2029Q1,Japan,23.81987364942972,23.88413788795997,23.943856109577236,12.0,12.0,12.0,21.14747554128507,25.743641555577245,25.21202108862129,10.825137455952358,40.800648,40.613047,20.311903,32.754030410388715,12.398714951771897,71.96
rec2_only,13,2029Q1,Singapore,33.883689438234434,33.94422959467926,34.00120096880683,4.0,5.0,5.0,52.29195254002466,19.156151498199122,28.783232674773053,56.97705360386503,42.13708899999999,45.990356,20.415143,17.53125370493829,14.79439852189997,79.82
rec2_only,13,2029Q1,South Korea,38.517684680289626,38.578171466164825,38.63188363678232,3.0,3.0,3.0,31.928740016344733,52.06704487623881,27.936200560537827,22.804484648734828,48.873993999999996,50.010816000000005,25.094224,86.87909647239957,11.610164341120477,87.5
rec2_only,13,2029Q1,Spain,22.982952952111585,23.067597463443498,23.15178502581505,13.0,13.0,13.0,32.182436782399996,11.92820956989108,26.346710865764393,28.328127999999992,30.508564999999997,57.942934,15.993039550307628,6.6819999999999995,8.548933688556808,91.28
rec2_only,13,2029Q1,UAE,26.48904425365565,26.560333183160637,26.628620683851487,11.0,11.0,11.0,39.87472049064597,8.934887823689344,33.45650005980576,35.30534974589674,50.14824,45.262485999999996,7.100418,11.302517759278729,20.320991526975327,81.38
rec2_only,13,2029Q1,United Kingdom,33.2418001387651,33.31383337281257,33.385207675889255,6.0,6.0,6.0,37.38945935893333,30.656696429093095,31.19938592608281,35.37574299999999,31.680918,60.76709700000001,41.8997688027584,16.146,17.050523312040227,82.82
rec2_only,13,2029Q1,United States of America,76.91294277791623,76.95273815018437,77.00627934534504,1.0,1.0,1.0,73.72280236693332,75.68664062934424,83.83034485563238,72.61859899999999,79.28400599999999,68.707888,77.199435,73.73417611229246,85.5956,77.39
rec2_only,14,2029Q2,Canada,34.11248828646297,34.211820220300325,34.308433521788324,4.0,4.0,4.0,45.2742498206094,23.286287644980344,34.1869642442272,42.578630074627554,40.92203799999999,69.81874599999999,28.821981,16.141731145692134,16.148054443810715,100.0
rec2_only,14,2029Q2,China,51.22877992350299,51.323300455473486,51.42920405223702,2.0,2.0,2.0,33.8013536816,72.39536228884995,45.54814325917132,17.608435999999998,63.96388299999999,65.70797,79.0738029747152,63.755482780322026,32.02935454627061,94.87
rec2_only,14,2029Q2,France,27.222663673915466,27.309643415813994,27.39605754138941,10.0,10.0,10.0,31.81229328586667,22.520191567917813,27.833329349958937,23.834751999999998,37.703493,65.93375,29.276707038378483,13.8,10.464951746916597,91.2
rec2_only,14,2029Q2,Germany,30.975550769851452,31.059191653103568,31.14239593810463,7.0,7.0,7.0,35.78758321866667,28.731098092657824,27.442841592114284,32.084827,35.029208999999994,58.791722,37.33546950808325,17.625999999999998,11.762744805704159,84.65
rec2_only,14,2029Q2,India,29.757081277928243,29.823564073445006,29.886035967078566,8.0,8.0,8.0,47.09675397675607,19.92964076741866,18.755746922686463,56.36570758421631,18.771287,51.527429000000005,19.67744,20.255139763917903,7.771664084396896,58.83
rec2_only,14,2029Q2,Israel,28.52254248858166,28.583424325692814,28.640260762770072,9.0,9.0,9.0,39.87986849166374,19.93280439332697,24.713166306301822,40.37263811145727,30.116510999999996,57.058828,20.810449000000002,18.80008603691996,19.45144349595657,43.91
rec2_only,14,2029Q2,Japan,23.892223589867132,23.961630831660813,24.026110805540593,12.0,12.0,12.0,21.20194335806122,25.797907665592703,25.3621695673287,10.908302892805198,40.800648,40.613047,20.311903,32.87833423097397,12.590018117130192,71.96
rec2_only,14,2029Q2,Singapore,33.952707464981515,34.01809948273081,34.07961325428681,5.0,5.0,5.0,52.330880140271894,19.220288690640707,28.927073201076357,57.03649110424252,42.13708899999999,45.990356,20.415143,17.678168566899654,14.977664767588998,79.82
rec2_only,14,2029Q2,South Korea,38.5778387143242,38.64315837374877,38.70116457382305,3.0,3.0,3.0,31.983618814053884,52.08588440016452,28.08887354771248,22.88827760126305,48.873993999999996,50.010816000000005,25.094224,86.92225093475747,11.804683965712432,87.5
rec2_only,14,2029Q2,Spain,23.0517643907551,23.14320546632009,23.234080497201003,13.0,13.0,13.0,32.182436782399996,11.983589119911237,26.56929374782397,28.328127999999992,30.508564999999997,57.942934,16.09132788089115,6.6819999999999995,8.832525039325985,91.28
rec2_only,14,2029Q2,UAE,26.564512950241827,26.6415150428407,26.715234835135973,11.0,11.0,11.0,39.93723454350094,9.004838354942292,33.58569730397622,35.40080076308165,50.14824,45.262485999999996,7.100418,11.462748855339107,20.485600865532398,81.38
rec2_only,14,2029Q2,United Kingdom,33.301970508106656,33.3797631013832,33.45684176022363,6.0,6.0,6.0,37.38945935893333,30.69989792081644,31.40126840715119,35.37574299999999,31.680918,60.76709700000001,41.97644336040034,16.146,17.307740421339265,82.82
rec2_only,14,2029Q2,United States of America,76.93288643508798,76.97578582326145,77.0334515326926,1.0,1.0,1.0,73.72280236693332,75.74743639056045,83.83034485563238,72.61859899999999,79.28400599999999,68.707888,77.199435,73.87343697680646,85.5956,77.39
rec2_only,15,2029Q3,Canada,34.255106278089,34.345869093377146,34.4336880009578,4.0,4.0,4.0,45.32265454371457,23.294847446086077,34.640141623845494,42.652537937674936,40.92203799999999,69.81874599999999,28.821981,16.161338520913787,16.725444690692264,100.0
rec2_only,15,2029Q3,China,51.320134374535066,51.42139322384344,51.53479635599017,2.0,2.0,2.0,33.8013536816,72.50783169107291,45.7728758237193,17.608435999999998,63.96388299999999,65.70797,79.1729222874793,63.88393128232216,32.315684793018534,94.87
rec2_only,15,2029Q3,France,27.288871103924965,27.382268446934695,27.474999869767846,10.0,10.0,10.0,31.81229328586667,22.57073282084414,28.05125981778201,23.834751999999998,37.703493,65.93375,29.366408297668606,13.8,10.74261548804454,91.2
rec2_only,15,2029Q3,Germany,31.038575961113374,31.128373529219004,31.21771493199628,7.0,7.0,7.0,35.78758321866667,28.7746129448821,27.65762857690703,32.084827,35.029208999999994,58.791722,37.41270022193261,17.625999999999998,12.036403456276883,84.65
rec2_only,15,2029Q3,India,29.826712330063522,29.898075632323774,29.965137399465284,8.0,8.0,8.0,47.13178401025625,19.986708045122953,18.918926842974443,56.419193995301676,18.771287,51.527429000000005,19.67744,20.385860035686463,7.979570521696456,58.83
rec2_only,15,2029Q3,Israel,28.58806160498567,28.65342232142396,28.714425539117936,9.0,9.0,9.0,39.92098541751888,19.992265294192126,24.845005374785288,40.43541843391522,30.116510999999996,57.058828,20.810449000000002,18.936289224339788,19.61941876507618,43.91
rec2_only,15,2029Q3,Japan,23.964361323114414,24.038873736434805,24.10807872010717,12.0,12.0,12.0,21.256232549391108,25.85199529515536,25.51182488769663,10.991195591293419,40.800648,40.613047,20.311903,33.00222921808698,12.780692952769957,71.96
rec2_only,15,2029Q3,Singapore,34.021520724291335,34.09172761147876,34.15774235866856,5.0,5.0,5.0,52.369680078711156,19.284214936781833,29.070437718731164,57.09573368125686,42.13708899999999,45.990356,20.415143,17.82460022799996,15.16032453386525,79.82
rec2_only,15,2029Q3,South Korea,38.63780899073141,38.707930831678,38.77020313665981,3.0,3.0,3.0,32.038317638518066,52.10466196116788,28.24104650427214,22.971795757509263,48.873993999999996,50.010816000000005,25.094224,86.9652634627114,11.998566504665908,87.5
rec2_only,15,2029Q3,Spain,23.1203790002879,23.218571732586067,23.31609115084723,13.0,13.0,13.0,32.182436782399996,12.038796553998768,26.791167826079835,28.328127999999992,30.508564999999997,57.942934,16.189310737925716,6.6819999999999995,9.115213307943169,91.28
rec2_only,15,2029Q3,UAE,26.639762228863827,26.722421164166104,26.801546794715733,11.0,11.0,11.0,39.99954358353825,9.07455881990731,33.71447044766984,35.49593875173795,50.14824,45.262485999999996,7.100418,11.622452953636623,20.649669860528565,81.38
rec2_only,15,2029Q3,United Kingdom,33.36197086580264,33.44548688634366,33.52823236916898,6.0,6.0,6.0,37.38945935893333,30.74296514519676,31.602549394272536,35.37574299999999,31.680918,60.76709700000001,42.05287961865212,16.146,17.564191171251906,82.82
rec2_only,15,2029Q3,United States of America,76.95273942242328,76.9987112980442,77.0604517540668,1.0,1.0,1.0,73.72280236693332,75.8079098138861,83.83034485563238,72.61859899999999,79.28400599999999,68.707888,77.199435,74.01195948304665,85.5956,77.39
rec2_only,16,2029Q4,Canada,34.3362720461617,34.41944714893174,34.5011497664242,4.0,4.0,4.0,45.353065179156886,23.302657524549705,34.88381710785636,42.698971114755025,40.92203799999999,69.81874599999999,28.821981,16.179228555630168,17.035909983533045,100.0
rec2_only,16,2029Q4,China,51.41103119627768,51.51893836809721,51.6397657649072,2.0,2.0,2.0,33.8013536816,72.61973355558938,45.996397883511804,17.608435999999998,63.96388299999999,65.70797,79.27151213476296,64.01169875297484,32.60047274381115,94.87
rec2_only,16,2029Q4,France,27.354889475138283,27.454666262444327,27.553686283007867,10.0,10.0,10.0,31.81229328586667,22.621116994941183,28.268508149972114,23.834751999999998,37.703493,65.93375,29.455830771452263,13.8,11.019410124757218,91.2
rec2_only,16,2029Q4,Germany,31.101421186399765,31.197349251289396,31.292730320435293,7.0,7.0,7.0,35.78758321866667,28.81799255585991,27.871749021712567,32.084827,35.029208999999994,58.791722,37.489690907895564,17.625999999999998,12.309212872741556,84.65
rec2_only,16,2029Q4,India,29.89613124965339,29.972347344441488,30.043963277355314,8.0,8.0,8.0,47.16669916389273,20.043587629374333,19.08157260985147,56.47250499942904,18.771287,51.527429000000005,19.67744,20.516150370367427,8.18679639773304,58.83
rec2_only,16,2029Q4,Israel,28.653378754546292,28.72318984794031,28.78833385983499,9.0,9.0,9.0,39.96196750174339,20.05153062901234,24.97641895614857,40.49799287033294,30.116510999999996,57.058828,20.810449000000002,19.072044441441562,19.786851923921937,43.91
rec2_only,16,2029Q4,Japan,24.03627168449406,24.1158670686438,24.18976603816538,12.0,12.0,12.0,21.310343701071112,25.905905031284853,25.66098208612169,11.073816445853684,40.800648,40.613047,20.311903,33.12571671637514,12.970733134597538,71.96
rec2_only,16,2029Q4,Singapore,34.09013082003013,34.1651147750333,34.23559462705902,5.0,5.0,5.0,52.40835277400521,19.347930930421832,29.21332094729646,57.15478197415291,42.13708899999999,45.990356,20.415143,17.97055027747986,15.342371092954401,79.82
rec2_only,16,2029Q4,South Korea,38.69760028198751,38.77250736553898,38.839000175737546,3.0,3.0,3.0,32.09283707995373,52.12337776304406,28.39272106838052,23.055040018658993,48.873993999999996,50.010816000000005,25.094224,87.00813452308157,12.19181404515425,87.5
rec2_only,16,2029Q4,Spain,23.188797375947242,23.293685447335314,23.397817992463256,13.0,13.0,13.0,32.182436782399996,12.09383240707847,27.01235343453652,28.328127999999992,30.508564999999997,57.942934,16.28698907080266,6.6819999999999995,9.397024401826584,91.28
rec2_only,16,2029Q4,UAE,26.71478225009229,26.80305580488657,26.88756435706624,11.0,11.0,11.0,40.061648283090804,9.144049975269104,33.84282088303097,35.590764738432625,50.14824,45.262485999999996,7.100418,11.781631787459315,20.813200285685575,81.38
rec2_only,16,2029Q4,United Kingdom,33.42180261625455,33.511011555382616,33.59937862377454,6.0,6.0,6.0,37.38945935893333,30.78589851952798,31.803195775765047,35.37574299999999,31.680918,60.76709700000001,42.129078318132294,16.146,17.819833374407388,82.82
rec2_only,16,2029Q4,United States of America,76.97250215213438,77.0215152224255,77.08728109779727,1.0,1.0,1.0,73.72280236693332,75.86806260835013,83.83034485563238,72.61859899999999,79.28400599999999,68.707888,77.199435,74.14974754577364,85.5956,77.39
rec3_only,1,2026Q1,Canada,32.86445341959999,32.86445341959999,32.86445341959999,5.0,5.0,5.0,44.856085317333324,23.13710140226853,29.57359204554697,41.94014599999999,40.92203799999999,69.81874599999999,28.821981,15.8,10.270188000000001,100.0
rec3_only,1,2026Q1,China,49.998453436799984,49.998453436799984,49.998453436799984,2.0,2.0,2.0,33.8013536816,70.8754281382221,42.51350548596991,17.608435999999998,63.96388299999999,65.70797,77.735177,62.022,28.162943,94.87
rec3_only,1,2026Q1,France,26.344510560399996,26.344510560399996,26.344510560399996,10.0,10.0,10.0,31.81229328586667,21.848636188868372,24.93730215128101,23.834751999999998,37.703493,65.93375,28.084822,13.8,6.775143,91.2
rec3_only,1,2026Q1,Germany,30.139545360399993,30.139545360399993,30.139545360399993,7.0,7.0,7.0,35.78758321866667,28.15290441150092,24.589001996746646,32.084827,35.029208999999994,58.791722,36.309284,17.625999999999998,8.126687,84.65
rec3_only,1,2026Q1,India,28.832275047799993,28.832275047799993,28.832275047799993,8.0,8.0,8.0,46.630735780799995,19.170401434977578,16.58499368035787,55.65415699999999,18.771287,51.527429000000005,19.67744,18.516,5.005922,58.83
rec3_only,1,2026Q1,Israel,27.65212443879999,27.65212443879999,27.65212443879999,9.0,9.0,9.0,39.33287399306666,19.141719615932473,22.95921425376169,39.53744699999999,30.116510999999996,57.058828,20.810449000000002,16.988,17.216745,43.91
rec3_only,1,2026Q1,Japan,22.934060240999997,22.934060240999997,22.934060240999997,12.0,12.0,12.0,20.479713075200003,25.078310421524666,23.371209259861732,9.805549,40.800648,40.613047,20.311903,31.23,10.053349,71.96
rec3_only,1,2026Q1,Singapore,33.038641044599984,33.038641044599984,33.038641044599984,4.0,4.0,4.0,51.814709428799986,18.36979568662622,27.01966435136234,56.248363999999995,42.13708899999999,45.990356,20.415143,15.729999999999999,12.547448000000001,79.82
rec3_only,1,2026Q1,South Korea,37.781293510599994,37.781293510599994,37.781293510599994,3.0,3.0,3.0,31.255939021866666,51.83606237509893,26.064518629524198,21.777202999999997,48.873993999999996,50.010816000000005,25.094224,86.35000000000001,9.225467,87.5
rec3_only,1,2026Q1,Spain,22.141652517199994,22.141652517199994,22.141652517199994,13.0,13.0,13.0,32.182436782399996,11.25003292218412,23.620785860105734,28.328127999999992,30.508564999999997,57.942934,14.789403,6.6819999999999995,5.075851,91.28
rec3_only,1,2026Q1,UAE,25.56516333899999,25.56516333899999,25.56516333899999,11.0,11.0,11.0,39.10831308586666,8.077257411764707,31.87254024806832,34.13514299999999,50.14824,45.262485999999996,7.100418,9.338,18.302879,81.38
rec3_only,1,2026Q1,United Kingdom,32.50625984399999,32.50625984399999,32.50625984399999,6.0,6.0,6.0,37.38945935893333,30.127651992614076,28.72639167954453,35.37574299999999,31.680918,60.76709700000001,40.96081399999999,16.146,13.899698,82.82
rec3_only,1,2026Q1,United States of America,76.66639400359998,76.66639400359998,76.66639400359998,1.0,1.0,1.0,73.72280236693332,74.9313144711158,83.83034485563238,72.61859899999999,79.28400599999999,68.707888,77.199435,72.004,85.5956,77.39
rec3_only,2,2026Q2,Canada,32.86445341959999,32.86445341959999,32.86445341959999,5.0,5.0,5.0,44.856085317333324,23.13710140226853,29.57359204554697,41.94014599999999,40.92203799999999,69.81874599999999,28.821981,15.8,10.270188000000001,100.0
rec3_only,2,2026Q2,China,50.09613964740056,50.103899506963536,50.11235803280962,2.0,2.0,2.0,33.8013536816,70.996158292041,42.75516778367175,17.608435999999998,63.96388299999999,65.70797,77.84152991953161,62.160206394872986,28.47084330572479,94.87
rec3_only,2,2026Q2,France,26.4131165912099,26.420026068098103,26.426855672659233,10.0,10.0,10.0,31.81229328586667,21.901271860529,25.163485865030687,23.834751999999998,37.703493,65.93375,28.17824046033027,13.8,7.06332214617122,91.2
rec3_only,2,2026Q2,Germany,30.2047937369816,30.211506154833135,30.218056066861436,7.0,7.0,7.0,35.78758321866667,28.198222509914046,24.811878533088993,32.084827,35.029208999999994,58.791722,36.38971513814802,17.625999999999998,8.410652493712865,84.65
rec3_only,2,2026Q2,India,28.904554635903953,28.909941072048813,28.91500443212238,8.0,8.0,8.0,46.667292568922164,19.229820507806416,16.755273729106797,55.7099745714406,18.771287,51.527429000000005,19.67744,18.652107374679225,5.222874663146947,58.83
rec3_only,2,2026Q2,Israel,27.72022857573943,27.72510219551939,27.729721864068434,9.0,9.0,9.0,39.37578296564053,19.20363095533932,23.096769761212343,39.60296355014333,30.116510999999996,57.058828,20.810449000000002,17.12981624633919,17.392003545503187,43.91
rec3_only,2,2026Q2,Japan,23.009088908073906,23.0145768510507,23.019818395604307,12.0,12.0,12.0,20.53636841538861,25.134627052165015,23.5274513543246,9.892054507209796,40.800648,40.613047,20.311903,31.359000813750793,10.252416000147251,71.96
rec3_only,2,2026Q2,Singapore,33.110116114687806,33.11538209356026,33.120355914282776,4.0,4.0,4.0,51.85520043000528,18.436356392304457,27.169282667866053,56.3101886150325,42.13708899999999,45.990356,20.415143,15.882466244849667,12.73807568926561,79.82
rec3_only,2,2026Q2,South Korea,37.84365875377772,37.84885530288038,37.853460923757765,3.0,3.0,3.0,31.313021848706068,51.855613776702285,26.22338552184096,21.86436122501944,48.873993999999996,50.010816000000005,25.094224,86.39478511388418,9.427878237412912,87.5
rec3_only,2,2026Q2,Spain,22.21272737797151,22.220007641594222,22.227147096945966,13.0,13.0,13.0,32.182436782399996,11.307528140557382,23.851034477220363,28.328127999999992,30.508564999999997,57.942934,14.891446245717713,6.6819999999999995,5.369209212168328,91.28
rec3_only,2,2026Q2,UAE,25.643326654111288,25.649508602215867,25.655398021139906,11.0,11.0,11.0,39.17333781314042,8.149851121366266,32.00679900250523,34.23442749807678,50.14824,45.262485999999996,7.100418,9.504285651419645,18.473937174694484,81.38
rec3_only,2,2026Q2,United Kingdom,32.56842634874407,32.57458904846537,32.58070567225955,6.0,6.0,6.0,37.38945935893333,30.17250391358094,28.9353418031016,35.37574299999999,31.680918,60.76709700000001,41.04041776048003,16.146,14.165919944988001,82.82
rec3_only,2,2026Q2,United States of America,76.68750237927668,76.69106106605021,76.69571258479981,1.0,1.0,1.0,73.72280236693332,74.99638190042268,83.83034485563238,72.61859899999999,79.28400599999999,68.707888,77.199435,72.15304569456333,85.5956,77.39
rec3_only,3,2026Q3,Canada,32.86445341959999,32.86445341959999,32.86445341959999,5.0,5.0,5.0,44.856085317333324,23.13710140226853,29.57359204554697,41.94014599999999,40.92203799999999,69.81874599999999,28.821981,15.8,10.270188000000001,100.0
